,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
88,0,0,1,0,2,0,2,3,2,8,3,3,12,0,2,3,7,8,16,16
89,0,1,2,1,0,5,6,1,6,4,4,11,8,8,12,5,6,4,6,2
90,0,0,0,2,3,3,3,7,4,6,0,2,7,3,8,4,15,2,7,14
91,0,1,2,3,0,4,1,1,1,7,7,4,5,11,1,14,6,0,12,2
92,0,0,1,0,2,0,2,3,2,8,3,3,12,0,2,3,7,8,16,16
93,0,0,0,2,3,3,3,7,4,6,0,2,7,3,8,4,15,2,7,14
94,0,0,0,2,3,3,3,7,4,6,0,2,7,3,8,0,15,2,7,14
95,0,0,1,0,2,0,2,3,2,2,9,8,4,9,3,11,2,14,13,4
96,0,0,0,2,3,3,3,7,4,6,0,2,7,3,8,0,15,2,7,14
97,0,1,2,3,4,2,5,2,8,5,7,4,9,11,13,14,9,15,14,1
98,0,0,1,0,2,0,2,3,2,2,9,8,4,9,3,11,12,14,1,4
99,0,0,0,2,3,3,3,7,4,6,0,2,7,3,8,4,8,7,3,9
100,0,1,2,3,0,4,1,5,1,7,7,4,5,11,1,7,11,15,2,19
101,0,0,1,0,2,0,2,3,2,8,3,3,12,0,2,3,7,8,16,16
102,0,1,2,3,0,4,1,5,1,7,7,4,5,11,1,14,6,0,12,2
103,0,0,0,2,3,3,3,7,4,6,0,10,6,7,14,12,14,1,9,3
104,0,0,1,0,2,0,2,3,2,2,9,8,4,9,3,11,2,14,1,4
105,0,0,0,2,3,3,3,7,4,6,0,10,6,7,14,12,14,1,9,3
